Latitude,Longitude,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,DN,Crop_Name,Height,height_numeric,Duration,duration_numeric
27.08523,82.37644,-14.36351002,-11.48736442,-9.901238467,-8.83934528,-7.593941981,-10.11364997,-7.341624261,-7.129376371,-6.378250655,-9.559822227,-8.978807398,-7.7448692,-12.56992337,-9.53202186,-9.673883254,-14.53810013,-15.96952643,-16.82303952,-20.1411394,-11.64423917,-15.6922745,-12.08474665,-16.53245266,-12.60952073,-14.72869376,-15.4331792,-12.66174348,-16.63961594,-13.4083768,-13.81769937,4,No Crop/Fallow,,,,
27.08562,82.37466,-14.92151398,-12.65053373,-10.39522651,-12.2428693,-7.147362456,-9.050336549,-5.087795713,-11.14205857,-7.835363981,-17.37988641,-6.017740973,-7.748325038,-9.006031628,-8.750646383,-9.433049549,-29.49055443,-20.19054981,-25.82780553,-25.04954965,-13.98779292,-18.81213818,-14.47299418,-15.81652055,-16.81314695,-24.76501243,-20.33263772,-15.17186099,-14.79178157,-17.4328309,-17.36192137,4,No Crop/Fallow,,,,
27.08587,82.37638,-12.47073728,-12.27042568,-13.77660836,-12.12801326,-7.448945821,-10.33898982,-8.873110557,-5.272343253,-7.337090716,-8.97599787,-11.20643971,-7.953283997,-10.11223721,-9.254471589,-10.88245948,-23.29310646,-22.14235289,-22.77496157,-23.193071,-16.05711886,-17.11775523,-16.85228137,-15.62448056,-17.82009616,-18.99035228,-17.51890979,-14.38453822,-14.31449737,-15.58122745,-15.37434095,1,Wheat,,,,
27.08602,82.37692,-10.95100969,-9.501221998,-11.52784755,-8.695547751,-8.503144939,-10.19856007,-1.984246802,-8.213598493,-9.004102209,-8.164940539,-6.701061591,-4.801096807,-8.617940697,-5.73292425,-8.098599387,-18.89774167,-19.24476788,-15.5915406,-23.03329661,-12.8000373,-12.79042923,-12.52043348,-13.11708906,-12.03458479,-9.803299165,-13.31658985,-12.9987236,-13.09388568,-14.89185666,-12.51256547,4,No Crop/Fallow,,,,
27.08608,82.37677,-14.40725789,-13.86856363,-14.47588716,-12.77141535,-10.67286929,-8.735464985,-7.259162843,-7.84615121,-7.000668112,-8.516893523,-11.11197011,-8.010391668,-11.55091522,-8.348149875,-14.0150695,-22.24119424,-17.53901481,-20.27351497,-18.61610271,-14.20428155,-14.85709323,-15.37513905,-12.8944864,-15.74663567,-10.93292561,-12.25998058,-16.36000816,-15.57437659,-16.06322542,-17.96240224,1,Wheat,,,,
27.08668,81.52549,-14.46127518,-13.84506732,-12.80309098,-14.12170163,-13.60424941,-10.27313893,-10.54292307,-9.062673059,-5.773346761,-11.26624662,-9.135301895,-5.835836353,-11.38045583,-12.59451974,-4.313270866,-23.24176243,-22.45071879,-20.86014724,-26.59182715,-19.47320861,-23.09573058,-19.65033608,-16.86446681,-18.86383261,-14.46547384,-15.19126312,-17.82359986,-19.71560927,-16.46869528,-13.86604375,6,Sugarcane,,,,
27.08696,82.37832,-13.08894879,-16.62679687,-19.27909177,-19.73189768,-9.420824629,-11.41096939,-9.34986667,-10.5978526,-12.03347198,-12.65970229,-9.573546268,-7.343681997,-9.090394654,-8.63871168,-4.121672537,-25.001658,-28.67088919,-25.66927827,-27.60189045,-20.52729217,-18.97481846,-16.87049918,-20.28980281,-24.46771024,-24.67875716,-11.58276559,-18.06337959,-12.08432963,-16.07712572,-16.32973481,1,Wheat,,,,
27.08724,82.37761,-15.46669523,-16.98659211,-18.61515729,-15.52730163,-11.20956187,-13.70841222,-13.23325061,-10.48337034,-12.75841982,-13.1699435,-11.1838168,-10.69977699,-13.18010295,-12.50634388,-12.40767419,-22.72612365,-24.57275263,-25.37833732,-22.30189079,-20.45095046,-18.14780541,-17.36034409,-20.89411892,-19.84031248,-19.5379822,-20.62504396,-22.35740371,-19.75744439,-20.99781533,-18.57697396,1,Wheat,,,,
27.08788,82.37743,-16.64663522,-14.29944738,-12.55144298,-15.82820437,-6.82293388,-7.75362198,-11.14563181,-8.104358691,-12.1478783,-8.587243453,-7.710245791,-9.275973472,-8.983243236,-9.085365991,-10.00112321,-22.23636293,-24.85940049,-27.89951049,-20.42557892,-19.30788635,-18.76679214,-23.68210067,-18.15460123,-19.98246746,-22.89751424,-18.29458663,-15.97897696,-13.38623387,-17.04291268,-16.80316992,1,Wheat,,,,
27.08848,82.37621,-14.38263603,-11.06044636,-12.70671958,-9.815618434,-6.286032913,-7.33922521,-6.653632168,-6.79374703,-7.614679268,-7.009370227,-5.59244912,-6.175241864,-6.804218295,-6.996580091,-4.043888902,-23.64246895,-20.99802043,-20.24427452,-20.93925236,-13.43873447,-17.49322588,-12.95172713,-12.03078855,-13.35251092,-14.94496387,-12.85240362,-13.88446469,-15.16949783,-12.83353894,-15.54999191,4,No Crop/Fallow,,,,
27.08848,81.52505,-12.56740121,-15.19624385,-8.271626693,-8.820044611,-10.42829131,-9.43506368,-7.427166657,-8.204487326,-7.530881085,-6.913921111,-7.654955413,-9.564498827,-8.870644477,-8.647419637,-5.083893261,-22.53827806,-18.70904999,-16.64611387,-16.05973631,-16.47798626,-13.18759366,-13.17751656,-14.87217402,-14.2983921,-14.88678644,-12.64057314,-14.8795017,-11.68679589,-14.26527953,-14.07256212,6,Sugarcane,,,,
27.08899,81.52694,-8.604115354,-10.1588638,-12.44520482,-8.516680119,-9.726177331,-10.05036335,-11.29218062,-6.848753306,-9.008537704,-8.360198645,-8.104740155,-12.50478973,-10.52785411,-8.593906354,-7.731840577,-15.07381429,-20.1248983,-17.5364635,-18.75363617,-13.38798674,-14.40296528,-12.39398247,-14.26707741,-12.68094922,-16.34010282,-13.71126089,-12.16066984,-17.25451118,-13.43729765,-11.75915959,6,Sugarcane,,,,
27.08985,81.52771,-13.18739041,-12.66149055,-12.75467031,-8.556100731,-8.509833327,-12.01205241,-9.747845975,-6.601891112,-12.5308585,-10.1816952,-8.402229356,-7.654118625,-5.238376097,-8.489895429,-5.179532262,-19.07695254,-25.29933094,-20.73145896,-15.99001706,-16.69127285,-12.64717349,-12.79925403,-15.67062104,-18.68986916,-17.47129178,-14.50156401,-15.73911966,-11.14012833,-12.59873999,-15.11919511,6,Sugarcane,,,,
27.08987,81.52927,-13.14602508,-14.80225854,-16.59249741,-11.80434251,-6.851391917,-7.623350768,-6.938153298,-10.40970493,-10.6785937,-6.805159077,-10.91827402,-12.17861107,-14.67900715,-8.321470948,-6.078689873,-21.92466044,-22.54259767,-17.44434553,-18.72182276,-14.4801272,-10.00710173,-12.62295123,-14.86157332,-15.70902445,-15.85668729,-17.14764901,-13.79602585,-14.81686725,-11.36520618,-15.53646378,6,Sugarcane,,,,
27.09208,81.53628,-15.84676888,-15.9738877,-9.046113005,-11.67901817,-11.77987456,-7.815415846,-12.59996099,-8.849080007,-10.90787666,-10.05898445,-8.743865781,-10.07471028,-6.724135906,-7.482614096,-6.55241932,-18.37321198,-17.56208767,-17.43428822,-21.27403411,-15.11972889,-18.25030467,-13.35656175,-17.89255037,-18.15316365,-14.45339659,-15.55763643,-13.3382896,-12.72190312,-13.28980309,-15.45557041,2,Mustard,,,,
27.09481,81.53907,-13.96369077,-15.01924068,-12.5697421,-12.43215179,-8.929057536,-14.32446209,-10.26538698,-11.54515366,-8.998913141,-6.815435354,-12.50320073,-9.508454123,-7.666406443,-8.683691091,-9.869447779,-18.57285057,-26.29193492,-20.10379651,-26.88406178,-21.37878454,-21.39888735,-17.19835707,-21.03925994,-19.72496776,-13.65390586,-24.44683196,-19.48993525,-15.79311199,-20.72790825,-18.87184765,1,Wheat,,,,
27.09696,81.53862,-14.62276264,-15.24962334,-19.25320851,-13.71296665,-10.10207622,-6.648295722,-9.064155735,-11.31600308,-9.670947114,-9.253394393,-14.09456984,-7.005484446,-9.730820709,-9.301334012,-11.38865672,-21.6186395,-23.63169477,-23.49992942,-22.46969827,-16.96728261,-16.82403959,-17.63975126,-21.75125513,-21.55077377,-17.29549223,-14.10125736,-16.64526528,-18.15225434,-14.94478807,-16.76550752,1,Wheat,,,,
27.0972,81.53822,-12.35513464,-11.18652214,-15.41913555,-12.19760074,-8.160197545,-9.182918927,-11.82071499,-9.260991146,-11.38969885,-9.993053493,-10.15496117,-12.74796102,-7.74234608,-10.13576686,-7.380167049,-17.52681833,-17.08155934,-18.56396947,-17.26763902,-15.12116041,-16.28873913,-19.02579357,-15.49314163,-17.21421136,-16.69483743,-15.55750177,-13.62130527,-16.53990057,-15.26808743,-13.57502111,4,No Crop/Fallow,,,,
27.09739,82.39557,-11.96526324,-11.83820168,-12.55027424,-11.30293099,-6.931050277,-11.29158984,-9.660181262,-9.095176402,-9.35860638,-10.60012499,-8.861905944,-9.314158589,-7.788658117,-8.223666334,-10.42170368,-22.46446735,-18.65471119,-21.06564439,-21.73388535,-15.76710573,-15.46445364,-19.41573356,-14.3262601,-16.32581738,-21.47004915,-17.5751904,-14.7128335,-12.75457879,-16.52271037,-20.52048245,4,No Crop/Fallow,,,,
27.0988,81.5375,-12.90548551,-13.49579598,-10.79323137,-9.262555397,-8.066453423,-14.33188146,-10.84159494,-12.14228917,-7.59904787,-8.837609813,-8.477752672,-5.36448142,-8.774349227,-7.912512933,-11.53408873,-19.11361616,-17.29466515,-19.82534793,-19.56088291,-15.22253089,-21.28400925,-12.1343713,-12.74073991,-14.19691097,-16.09421742,-17.21378247,-19.08933529,-16.81935536,-20.39712794,-20.77910901,4,No Crop/Fallow,,,,
27.10116,81.5256,-15.66537351,-11.83935649,-11.60272062,-11.71584719,-8.679953296,-8.355311668,-7.982597932,-7.101121829,-8.929527376,-10.94655675,-9.147393474,-5.894870467,-8.864900716,-10.71947713,-7.386661343,-25.10966366,-22.32923906,-15.60600157,-15.13929758,-14.98522332,-13.89570033,-12.51896126,-12.29445831,-17.41455721,-13.61442252,-13.49361604,-15.85387049,-15.19311502,-15.88515782,-15.54301502,1,Wheat,,,,
27.10145,81.52553,-14.33043542,-14.48598233,-12.72599325,-15.01788372,-7.012641396,-11.13166088,-6.260194298,-9.275998943,-13.2245395,-7.333705657,-6.831652065,-8.803559211,-8.371120426,-7.546761152,-3.002518879,-19.16096331,-17.60034548,-16.32391447,-17.23646163,-17.07899919,-18.93799509,-16.81676638,-10.74194016,-19.04887528,-17.24402016,-18.13055348,-15.00573668,-15.52609419,-16.27944618,-15.5342316,1,Wheat,,,,
27.10317,81.52625,-15.07103527,-20.95739725,-18.41351869,-13.48278757,-12.34297732,-13.37461585,-11.21973446,-8.114243239,-10.58433498,-14.5352068,-7.712440762,-7.05737697,-10.67235815,-9.209223738,-4.789192834,-23.87860266,-22.81909682,-25.21989923,-22.2936668,-21.86563878,-24.11521705,-21.76664202,-17.34559557,-19.08251846,-20.93155111,-17.62244921,-17.97778975,-12.11623674,-18.92216202,-15.09149601,1,Wheat,,,,
27.10833,81.52716,-18.90451759,-15.39422025,-13.67933891,-13.97524788,-11.92059843,-7.431657698,-7.962851291,-6.216112647,-7.764808484,-11.96992331,-6.53295195,-5.658815028,-6.044254617,-8.574816977,-7.589239919,-18.36949033,-23.35641659,-20.73577769,-24.96892876,-16.19000252,-18.45729673,-14.76005703,-23.4578141,-13.63191832,-18.30531904,-21.6152383,-17.34260914,-15.83712152,-14.07242865,-12.7595766,2,Mustard,,,,
27.10844,81.5186,-9.417436048,-10.75830171,-11.21116569,-12.9814422,-9.096610824,-8.604593559,-6.666769236,-9.091719079,-10.20769355,-11.76651268,-9.659129926,-12.48976495,-6.72733004,-8.879993635,-3.328811569,-20.16453344,-18.22772738,-19.91946466,-15.89357117,-13.7177532,-12.41548407,-13.72829451,-11.71089279,-15.97324272,-12.3208686,-13.33625495,-13.89765515,-15.37035404,-13.09168407,-10.86687532,1,Wheat,,,,
27.11166,81.52547,-13.86913182,-13.12284167,-13.65130982,-15.8357166,-9.860469347,-10.41682818,-4.148490148,-6.847907009,-11.31461452,-10.07826302,-11.7362094,-5.968734062,-10.21051475,-10.92073005,-8.200546721,-16.62066434,-23.07307035,-23.09820919,-22.56751152,-19.21417034,-17.59602285,-15.23768552,-10.65341018,-17.2528263,-18.78981598,-22.02998395,-18.00934971,-12.65608384,-18.22062105,-16.54006395,2,Mustard,,,,
27.11638,82.38388,-14.00001178,-19.05486503,-15.55450068,-18.75601068,-9.030583037,-10.14079721,-10.83801675,-8.591679884,-12.66205554,-11.85859756,-9.610217052,-7.305618568,-11.26828142,-9.604090948,-9.617068713,-22.34019904,-22.53275086,-27.52666248,-26.79449949,-19.23586971,-18.40462105,-19.82353273,-17.1434314,-20.35248269,-27.50504571,-16.45428409,-15.11215598,-14.8329168,-12.87519472,-19.03337035,1,Wheat,,,,
27.11663,82.38428,-13.94652356,-13.94428262,-11.8507362,-13.21549843,-8.490478247,-9.348830171,-9.704689421,-11.83495088,-11.48172109,-12.49914935,-10.36797286,-9.305069075,-6.492645976,-9.847162607,-11.30225184,-19.91466119,-25.13748691,-27.21460626,-26.59353439,-16.37905729,-18.9334632,-17.39900549,-19.1490093,-22.38433341,-21.62015314,-13.36655557,-15.69350623,-15.62893018,-19.09267781,-15.62210881,1,Wheat,,,,
27.11664,81.5866,-14.25842022,-14.78244598,-8.760142258,-15.04634636,-8.144490583,-12.34143393,-13.77388433,-9.346394077,-8.106874382,-8.051104826,-7.709918074,-12.07524014,-8.131335629,-10.04697073,-6.393433262,-23.03372846,-20.64217835,-20.91528153,-20.53375354,-16.03050313,-12.77235444,-15.43970657,-14.56993743,-15.39735194,-17.31920365,-14.13471446,-13.89026788,-13.17379994,-18.6744008,-14.2646817,5,Green pea,,,,
27.11666,82.38318,-16.12003042,-14.67827593,-19.40303087,-19.03264487,-11.01712971,-13.50213943,-12.57976466,-12.17885261,-10.45956517,-11.84099906,-7.428586188,-8.776446276,-11.48142526,-12.48626379,-10.56953653,-20.7780464,-30.29318203,-28.75207773,-23.62892448,-22.05975493,-16.31666445,-21.58530029,-17.11642157,-23.27739789,-19.92739159,-15.32567561,-14.49210798,-17.82209212,-18.63221718,-17.5896115,4,No Crop/Fallow,,,,
27.11673,82.38397,-15.27493742,-19.32951468,-19.36036167,-15.70721026,-10.07315876,-12.49692439,-8.658698526,-11.94285343,-10.32845029,-5.522562759,-9.056493002,-7.961502959,-10.74570895,-10.68938024,-6.617396949,-18.64441929,-22.92135439,-27.70582561,-32.5910388,-17.30908689,-18.40142856,-25.05440024,-17.39206841,-17.50299922,-15.25844768,-13.61073555,-14.22587485,-12.72187981,-13.39452522,-14.05231608,4,No Crop/Fallow,,,,
27.11699,82.38343,-16.9657164,-16.35580957,-14.58034306,-10.31407005,-9.076047697,-10.18667402,-13.30377072,-11.60652011,-11.05550519,-14.61716811,-9.816743402,-11.7479904,-12.35154456,-10.48535165,-7.345423217,-19.7577921,-23.11267375,-24.00573359,-22.09087024,-17.48340153,-23.14943633,-22.88998323,-18.17435241,-19.30004938,-23.81123395,-19.98917708,-16.1681476,-18.57907912,-15.86242963,-16.81060785,1,Wheat,,,,
27.11723,82.38185,-9.136575636,-11.90815666,-14.5947793,-8.680476222,-13.28321905,-9.950117587,-10.54880466,-8.241992182,-10.49181773,-8.614129693,-7.969844961,-8.134456167,-8.83233635,-7.247987903,-7.438683386,-19.40535497,-21.34236497,-19.4116844,-18.09010802,-16.68419356,-18.52165016,-19.96497361,-15.3395357,-16.85591318,-11.94199208,-15.97310062,-12.04270121,-16.71561057,-15.2312806,-10.97811993,2,Mustard,,,,
27.11784,81.58474,-14.55738592,-10.29893924,-11.78820637,-11.48030401,-9.365130228,-8.074238244,-10.89559724,-11.06709272,-12.57506925,-6.208585548,-6.13354949,-11.14257463,-9.050656386,-8.001776232,-4.363434104,-25.74353133,-22.33472286,-15.19786976,-18.51007154,-15.46722419,-14.85464488,-17.20323886,-16.78168712,-14.5815825,-16.89284582,-15.60729792,-16.12296468,-14.37762109,-14.75615244,-14.0417425,1,Wheat,,,,
27.11962,82.3145,-11.35801409,-13.74937365,-13.52106288,-13.55528783,-12.12763801,-10.2313182,-9.384869185,-9.4973205,-14.51174884,-11.66166572,-8.518820146,-8.450935359,-9.684322988,-11.18375093,-9.397680958,-19.74507331,-19.52880539,-20.50641545,-22.37483789,-16.36946407,-15.39257068,-15.50073115,-21.6693562,-16.66124375,-21.96702189,-15.40361931,-17.50736964,-16.7453658,-15.06185901,-16.37570608,2,Mustard,,,,
27.11986,82.31404,-12.93682188,-11.35796056,-11.14114447,-7.475275313,-9.59204399,-8.646015032,-9.225194538,-11.21887798,-7.438176408,-9.134872891,-4.177135812,-8.329699275,-6.687611969,-10.21708575,-5.928800646,-15.50927413,-17.75660372,-23.60405853,-15.93617742,-13.39840703,-14.20647837,-12.30896693,-13.75499515,-18.39919624,-11.9242597,-10.80604859,-14.92475551,-17.10318095,-13.07594659,-11.7316926,4,No Crop/Fallow,,,,
27.12021,81.58443,-16.99950418,-12.87818057,-13.65140508,-11.67421976,-8.759368906,-9.850936299,-11.19165986,-9.060803288,-10.23369925,-10.41315442,-10.90675656,-7.267127304,-8.857953437,-9.362256382,-7.087631073,-23.51944958,-22.10602167,-18.6340643,-17.18279387,-15.20962788,-15.01411613,-16.38269103,-16.72614947,-16.24373962,-15.4700863,-15.02591093,-16.47757931,-18.65234989,-12.97341351,-15.6871368,1,Wheat,,,,
27.12119,82.31433,-14.53048788,-13.7164963,-15.5779139,-15.37655603,-6.93897515,-7.362644738,-5.101340367,-8.861119237,-12.31783309,-11.3758006,-10.91640153,-6.671997616,-12.61613933,-13.86990871,-9.826369175,-22.0882785,-23.81593397,-28.48271155,-21.78803286,-17.07380343,-16.67971944,-11.45618097,-18.95051525,-21.05821597,-20.82371694,-16.58525068,-15.54198115,-16.39054018,-14.21565902,-15.87205025,6,Sugarcane,,,,
27.12153,82.31689,-16.68971474,-13.21467656,-14.32025444,-8.860469067,-6.522205065,-10.59028259,-6.116518018,-11.1140702,-9.887583805,-9.525078746,-7.309386145,-10.13607368,-12.46482099,-8.519162961,-14.3945748,-20.82177922,-21.0569131,-21.91626385,-14.35892979,-15.76158704,-17.20295167,-14.4623039,-16.15790776,-20.44438969,-17.93824759,-16.21737534,-16.60238809,-14.72003034,-14.92621044,-15.95782632,1,Wheat,,,,
27.12195,82.31759,-15.28964354,-16.25829852,-12.49415896,-13.97182907,-11.91159842,-12.94103841,-6.531292304,-15.62846482,-9.532233945,-16.21736214,-11.82554213,-9.619986132,-9.226060605,-12.22120836,-9.746250958,-26.43134559,-22.65117691,-30.21878408,-26.58680668,-18.35599127,-16.24620958,-15.62137942,-16.21003621,-20.59951072,-25.21070493,-14.60093491,-15.46906822,-11.22677266,-15.92386348,-16.59752142,1,Wheat,,,,
27.1221,81.59055,-13.98078773,-12.94677917,-14.62626552,-15.09387722,-3.676116921,-8.123866734,-12.19586297,-5.951817606,-8.529014917,-15.50700126,-11.50577811,-6.652272742,-7.521885484,-7.979922732,-4.415864432,-23.30699993,-24.34013378,-25.10317175,-22.72172857,-16.7266059,-15.13874661,-18.56246825,-13.40782431,-16.75157066,-21.88676519,-25.85493907,-19.13302048,-20.56958431,-18.22594279,-17.22126917,1,Wheat,,,,
27.12423,82.40405,-12.45585186,-9.917548984,-9.105380052,-9.47075189,-9.42481415,-10.44721761,-6.858086658,-7.167557002,-5.103717336,-7.743866705,-5.292336664,-6.454591674,-11.99940727,-7.103910722,-10.99280476,-18.72408315,-18.55659822,-23.11636923,-23.19165381,-20.37615735,-13.9039657,-12.96885423,-16.31462324,-13.60404314,-12.91795296,-15.86262526,-16.7854309,-15.93754412,-15.73365487,-10.57758526,2,Mustard,,,,
27.12474,81.57981,-10.38450949,-9.823793256,-10.67968106,-9.487575015,-6.002656638,-11.19576675,-10.57927429,-10.26840528,-12.46337292,-10.83191463,-6.734876488,-6.709772188,-8.875842796,-6.262341586,-6.980618975,-15.99705224,-15.9778163,-20.61211025,-16.89102431,-15.01830294,-11.73963196,-15.57335916,-14.27100369,-14.03682969,-14.24287014,-10.56857819,-19.4108989,-15.72543293,-14.59534325,-12.22108452,1,Wheat,,,,
27.12513,82.40481,-10.91935831,-13.11099467,-10.52519815,-9.500175565,-6.526641165,-6.543044028,-8.331507582,-6.913834304,-10.93703254,-8.758863627,-8.588873733,-7.546931105,-3.334963141,-9.868111005,-6.963349858,-20.11883125,-19.56704461,-21.58053414,-17.18416287,-13.20793375,-12.96734493,-15.61327402,-21.59636742,-16.89622511,-13.53761441,-12.40529742,-16.76347486,-12.4987225,-13.88820311,-13.36361672,2,Mustard,,,,
27.12561,82.40121,-13.19614918,-13.1555187,-15.06353971,-15.76681211,-9.593493779,-11.86690983,-11.11379253,-9.470715511,-12.65478673,-12.11212404,-9.688756146,-10.82535814,-10.73694407,-10.11939272,-13.20230853,-18.4102156,-20.15356375,-19.50502711,-24.24423298,-20.45073373,-17.00977086,-17.53339978,-14.88042339,-20.4548148,-21.61994287,-17.27424182,-16.21380757,-15.21601706,-17.26507242,-15.23756015,1,Wheat,,,,
27.1266,82.40514,-15.93995801,-12.70795684,-16.15683018,-13.74430232,-10.47267341,-10.06390592,-8.58272703,-9.858190994,-9.597830713,-10.52954511,-11.54316821,-8.349812307,-9.456758434,-13.88597028,-8.757151269,-23.45457629,-23.56831466,-22.12558158,-23.77005085,-19.01954296,-17.52908507,-16.73510557,-15.93558307,-15.29557765,-18.18065436,-12.71203869,-14.44641493,-18.04597036,-18.13142091,-14.38348914,1,Wheat,,,,
27.1293,81.57831,-14.71912912,-19.18870858,-13.34356347,-13.91554569,-12.79168196,-11.47979081,-10.69120742,-7.092261269,-12.09089943,-14.73095573,-12.33119209,-7.389519911,-8.928724279,-11.18909853,-10.93401115,-20.05806656,-24.3216018,-23.36565773,-19.12402414,-17.82688273,-18.47849992,-18.20481097,-16.87029377,-19.85973141,-22.45719323,-20.06850316,-18.82324822,-19.29015795,-16.35667267,-16.65486283,2,Mustard,,,,
27.13017,82.39953,-15.30800788,-13.74611272,-7.274563913,-12.00157474,-9.055159752,-7.175665104,-9.507969873,-8.573514402,-11.03845312,-13.0573554,-10.35455175,-9.401755554,-8.707617564,-7.709348255,-7.413181587,-25.89621755,-21.07062393,-26.8491728,-26.53759289,-15.39977203,-14.45903689,-12.09776792,-13.80492441,-15.8863611,-20.36234761,-17.52581879,-14.83809502,-15.09482227,-14.09931601,-15.26419275,4,No Crop/Fallow,,,,
27.13019,82.39932,-13.90840251,-11.71058381,-10.51863518,-11.79837646,-8.272354839,-14.89161613,-9.046960971,-8.622565539,-8.558850949,-18.35966671,-8.903599002,-8.454863737,-10.3878166,-10.40395429,-12.30463937,-28.98551913,-26.70770959,-26.28910673,-25.8437777,-15.79364231,-15.08082903,-16.30523713,-17.85327589,-18.04913204,-21.32507501,-19.75747767,-15.62688669,-15.31336744,-15.84709189,-15.68718354,1,Wheat,,,,
27.13037,81.57679,-14.37034274,-16.4596425,-15.43906774,-13.7702241,-9.482805539,-11.09075815,-8.448663706,-9.381511899,-13.86744048,-7.424995666,-8.543113216,-8.621747037,-8.7925167,-12.48993631,-9.343728442,-28.66241368,-25.33239901,-23.15119201,-20.40214606,-16.08748091,-20.46772922,-20.66067735,-19.21368534,-14.58030637,-16.99034896,-14.72454259,-12.19057158,-15.86017475,-16.19343192,-14.98053344,2,Mustard,,,,
27.13225,82.40629,-18.49352961,-14.52199748,-12.36821327,-12.67434049,-9.811680087,-7.369015405,-9.593600153,-11.49316659,-8.556741705,-14.70171233,-9.650041128,-8.236153622,-8.082346225,-7.814485748,-9.109751544,-19.82827024,-30.22072631,-26.51452527,-24.53630588,-15.57599124,-19.85467783,-16.78283236,-18.02841691,-15.95190494,-25.26550579,-17.15916346,-15.24333391,-17.41246358,-15.0140258,-14.21663586,2,Mustard,,,,
27.13258,82.38731,-15.22933928,-14.1386915,-9.932252655,-14.95373344,-7.631209483,-8.629009148,-7.789651945,-7.809611959,-9.355557196,-8.849407208,-6.929720551,-7.934050329,-7.646582359,-8.623017502,-5.639321807,-19.4260197,-22.08548301,-22.12710972,-19.77492871,-15.63456576,-17.58043711,-12.3127628,-16.50204985,-14.93427594,-13.62583297,-19.10000208,-13.80470839,-14.52004467,-17.92749247,-14.73077588,1,Wheat,,,,
27.13438,81.57504,-14.76316762,-13.07056839,-13.65426913,-12.61532589,-6.769078527,-7.349071193,-7.824337211,-7.777171526,-12.19526429,-14.8322163,-7.039616589,-9.132799791,-7.848722369,-5.278119017,-8.981264539,-26.54265072,-24.05529946,-26.03283176,-22.39189822,-17.64127547,-14.67094253,-13.76488083,-14.91912597,-15.43094099,-23.74931736,-20.36676362,-15.10025949,-16.96121404,-13.56540781,-17.49162334,2,Mustard,,,,
27.13498,82.31683,-12.69630765,-12.00858051,-13.22767145,-10.3754047,-9.616200149,-8.155168147,-7.611755271,-11.90120764,-11.37945636,-8.021248859,-9.7456772,-12.38963532,-7.479532064,-4.746995272,-5.979560157,-17.46289499,-24.49333672,-27.65584369,-20.05931082,-17.80674221,-17.29290521,-11.65163199,-15.88658479,-13.58686043,-15.0439001,-12.10226003,-12.40028909,-13.0504937,-11.96509434,-13.15899969,1,Wheat,,,,
27.13502,81.57508,-13.15548524,-7.363479397,-9.396065592,-9.541307223,-11.69233434,-8.757238281,-6.836136727,-10.13712049,-8.446786052,-11.8637667,-7.437991643,-8.222916217,-9.608120642,-9.599951671,-7.695973287,-19.7115395,-17.98844581,-18.13218196,-15.79037355,-13.22672618,-13.15134217,-16.64332284,-16.88605127,-17.56765445,-20.63948897,-22.80068266,-20.53382855,-18.30630944,-17.0264572,-19.08580232,2,Mustard,,,,
27.13519,82.39849,-9.397233406,-13.09540166,-11.50200992,-10.38982381,-5.144185661,-7.989631239,-8.892324081,-5.607958043,-9.723491328,-10.42392354,-7.117463887,-10.51242289,-9.019974731,-6.588174693,-4.881258147,-29.79654274,-25.26718464,-22.72605129,-19.8079915,-15.8052465,-14.77745176,-11.66729523,-15.18155989,-15.94614906,-13.31404618,-10.91274123,-14.89403349,-13.22483593,-14.25814462,-12.88946851,2,Mustard,,,,
27.13527,82.39823,-11.67363937,-17.59779186,-13.79630154,-13.02622401,-8.027046945,-6.119235667,-5.601019858,-4.511176265,-7.376026345,-6.510131964,-4.294176312,-9.478546324,-8.771889317,-9.996304345,-8.507461824,-24.53519473,-27.25236222,-26.69871102,-19.79149668,-17.89281876,-16.38161458,-11.82767578,-15.18621147,-15.01337553,-13.21620646,-12.45974416,-13.88095368,-15.92669376,-12.6139892,-12.73539254,1,Wheat,,,,
27.13563,82.38699,-14.7429236,-11.78174496,-12.91629342,-12.39535534,-8.84200728,-6.520916946,-7.594323543,-11.5390506,-9.131730361,-21.17993157,-15.45393203,-12.58909615,-11.7478612,-9.891685987,-8.358489662,-18.73489465,-22.16903931,-31.1747676,-23.7902182,-12.6760521,-12.58541719,-14.85276069,-17.28588513,-16.04049828,-27.41501632,-26.147361,-23.08522405,-24.32392923,-18.77556799,-21.91462426,4,No Crop/Fallow,,,,
27.13582,82.38735,-12.79417434,-13.5043378,-13.73874706,-16.41961486,-9.142932416,-14.25878598,-10.21077764,-8.419227254,-8.036549766,-11.54290048,-8.487104013,-11.85965106,-8.761543397,-10.01476642,-10.73615278,-20.0221587,-23.09989762,-29.47974722,-23.09520591,-15.53072968,-17.45122544,-11.41067834,-15.46211674,-17.57462438,-18.09077274,-18.1811282,-10.91516418,-17.03252088,-14.3733147,-16.66215211,1,Wheat,,,,
